Life expectancy at birth (period, 1x1) 	Last modified: 11 Dec 2025; Methods Protocol: v6 (2017) 

PopName    Year       Female    Male     Total
ISL        2006        82.78    79.36    81.08
ISL        2007        83.04    79.43    81.24
ISL        2008        83.08    79.77    81.42
ISL        2009        83.61    79.66    81.62
ISL        2010        83.81    79.67    81.72
ISL        2011        83.83    80.36    82.11
ISL        2012        83.91    81.14    82.55
ISL        2013        83.41    80.29    81.86
ISL        2014        84.07    81.03    82.57
ISL        2015        83.56    80.98    82.30
ISL        2016        83.81    80.19    81.99
ISL        2017        84.02    80.68    82.32
ISL        2018        84.19    80.97    82.56
ISL        2019        84.52    81.33    82.90
ISL        2020        84.35    81.21    82.76
ISL        2021        84.36    81.44    82.88
ISL        2022        83.48    80.67    82.05
ISL        2023        84.06    80.60    82.29
ISR        1983        76.52    73.10    74.82
ISR        1984        76.92    73.31    75.12
ISR        1985        77.17    73.70    75.45
ISR        1986        77.08    73.44    75.27
ISR        1987        77.57    73.72    75.66
ISR        1988        77.91    74.09    76.02
ISR        1989        78.38    74.78    76.61
ISR        1990        78.79    75.31    77.08
ISR        1991        78.67    75.14    76.94
ISR        1992        78.65    74.89    76.80
ISR        1993        79.24    75.48    77.39
ISR        1994        79.51    75.68    77.64
ISR        1995        79.54    75.60    77.62
ISR        1996        80.14    76.20    78.23
ISR        1997        80.18    76.02    78.16
ISR        1998        80.48    76.11    78.36
ISR        1999        80.58    76.59    78.65
ISR        2000        80.92    76.64    78.85
ISR        2001        81.37    77.04    79.27
ISR        2002        81.29    77.12    79.28
ISR        2003        81.65    77.49    79.64
ISR        2004        82.12    77.96    80.11
ISR        2005        82.09    78.17    80.20
ISR        2006        82.41    78.58    80.57
ISR        2007        82.51    78.70    80.67
ISR        2008        82.89    79.02    81.02
ISR        2009        83.30    79.62    81.53
ISR        2010        83.51    79.71    81.67
ISR        2011        83.45    79.87    81.72
ISR        2012        83.55    79.87    81.77
ISR        2013        83.83    80.28    82.12
ISR        2014        84.06    80.33    82.26
ISR        2015        84.08    80.12    82.16
ISR        2016        84.24    80.65    82.50
ITA        1872        30.26    29.28    29.76
ITA        1873        31.84    31.49    31.66
ITA        1874        32.02    31.62    31.81
ITA        1875        31.66    31.13    31.39
ITA        1876        34.00    33.36    33.67
ITA        1877        35.20    34.75    34.96
ITA        1878        34.59    34.21    34.39
ITA        1879        34.18    33.86    34.01
ITA        1880        33.20    32.46    32.82
ITA        1881        34.49    34.08    34.27
ITA        1882        34.61    34.12    34.35
ITA        1883        35.24    35.25    35.23
ITA        1884        36.68    36.69    36.67
ITA        1885        36.80    37.05    36.92
ITA        1886        35.11    35.28    35.18
ITA        1887        36.01    36.12    36.05
ITA        1888        37.07    36.98    37.02
ITA        1889        39.13    39.15    39.13
ITA        1890        38.62    38.56    38.58
ITA        1891        38.56    38.56    38.55
ITA        1892        38.97    38.92    38.93
ITA        1893        40.02    39.76    39.88
ITA        1894        40.10    39.92    40.00
ITA        1895        39.95    39.46    39.69
ITA        1896        41.04    40.52    40.76
ITA        1897        43.43    43.29    43.35
ITA        1898        42.60    42.18    42.38
ITA        1899        43.83    43.61    43.71
ITA        1900        41.98    41.75    41.85
ITA        1901        43.89    43.40    43.64
ITA        1902        43.19    42.85    43.01
ITA        1903        43.47    42.95    43.20
ITA        1904        44.62    44.20    44.40
ITA        1905        44.25    43.75    43.99
ITA        1906        45.43    44.82    45.11
ITA        1907        45.76    45.23    45.48
ITA        1908        43.51    42.75    43.11
ITA        1909        45.38    44.25    44.80
ITA        1910        47.14    46.32    46.72
ITA        1911        45.09    44.61    44.83
ITA        1912        49.34    48.39    48.85
ITA        1913        48.89    48.12    48.49
ITA        1914        50.34    49.41    49.86
ITA        1915        47.09    38.68    42.63
ITA        1916        46.70    34.01    39.71
ITA        1917        47.41    30.98    38.08
ITA        1918        28.34    23.52    25.82
ITA        1919        44.88    38.62    41.70
ITA        1920        46.36    45.29    45.82
ITA        1921        49.95    48.42    49.17
ITA        1922        50.84    49.44    50.12
ITA        1923        52.09    50.90    51.48
ITA        1924        52.30    50.78    51.53
ITA        1925        52.23    50.35    51.28
ITA        1926        51.81    50.15    50.96
ITA        1927        53.38    51.78    52.57
ITA        1928        53.58    51.77    52.66
ITA        1929        53.30    51.25    52.27
ITA        1930        56.27    54.09    55.17
ITA        1931        55.86    53.74    54.80
ITA        1932        55.95    53.53    54.74
ITA        1933        57.45    55.05    56.25
ITA        1934        58.12    55.64    56.88
ITA        1935        57.51    54.89    56.20
ITA        1936        58.17    55.30    56.74
ITA        1937        56.80    53.99    55.40
ITA        1938        57.54    54.75    56.15
ITA        1939        59.02    56.17    57.60
ITA        1940        59.03    54.89    56.95
ITA        1941        58.31    51.42    54.77
ITA        1942        57.58    47.84    52.45
ITA        1943        56.27    43.60    49.44
ITA        1944        57.34    48.03    52.49
ITA        1945        58.63    51.24    54.86
ITA        1946        60.53    57.31    58.94
ITA        1947        62.92    59.43    61.20
ITA        1948        64.91    61.87    63.42
ITA        1949        65.62    62.62    64.15
ITA        1950        67.43    63.94    65.72
ITA        1951        67.05    63.52    65.31
ITA        1952        67.69    64.07    65.91
ITA        1953        68.39    64.70    66.57
ITA        1954        69.88    65.78    67.86
ITA        1955        70.36    66.08    68.25
ITA        1956        69.81    65.42    67.64
ITA        1957        70.09    65.42    67.78
ITA        1958        71.18    66.47    68.85
ITA        1959        71.64    66.91    69.30
ITA        1960        71.69    66.68    69.21
ITA        1961        72.45    67.14    69.82
ITA        1962        71.88    66.53    69.22
ITA        1963        72.05    66.55    69.31
ITA        1964        73.17    67.57    70.38
ITA        1965        73.05    67.45    70.26
ITA        1966        73.81    68.15    71.00
ITA        1967        73.82    68.21    71.03
ITA        1968        73.73    67.99    70.87
ITA        1969        73.86    67.87    70.86
ITA        1970        74.54    68.70    71.63
ITA        1971        74.87    68.87    71.88
ITA        1972        75.20    69.08    72.14
ITA        1973        75.12    69.08    72.11
ITA        1974        75.90    69.69    72.80
ITA        1975        75.91    69.55    72.73
ITA        1976        76.27    69.86    73.07
ITA        1977        76.73    70.14    73.44
ITA        1978        77.13    70.42    73.78
ITA        1979        77.48    70.72    74.11
ITA        1980        77.42    70.67    74.05
ITA        1981        77.75    71.09    74.44
ITA        1982        78.18    71.59    74.91
ITA        1983        77.99    71.44    74.73
ITA        1984        78.77    72.16    75.49
ITA        1985        78.83    72.31    75.60
ITA        1986        79.12    72.62    75.91
ITA        1987        79.56    73.02    76.34
ITA        1988        79.72    73.23    76.52
ITA        1989        80.15    73.59    76.92
ITA        1990        80.25    73.63    76.99
ITA        1991        80.30    73.59    76.99
ITA        1992        80.66    73.97    77.36
ITA        1993        80.83    74.36    77.65
ITA        1994        81.07    74.56    77.87
ITA        1995        81.33    74.78    78.12
ITA        1996        81.54    75.18    78.43
ITA        1997        81.78    75.54    78.73
ITA        1998        81.82    75.64    78.81
ITA        1999        82.19    76.06    79.21
ITA        2000        82.50    76.53    79.61
ITA        2001        82.79    76.79    79.89
ITA        2002        82.96    77.08    80.11
ITA        2003        82.87    77.32    80.19
ITA        2004        83.76    78.06    81.02
ITA        2005        83.67    78.16    81.02
ITA        2006        84.05    78.56    81.41
ITA        2007        84.04    78.74    81.50
ITA        2008        84.14    78.95    81.65
ITA        2009        84.18    79.14    81.76
ITA        2010        84.52    79.54    82.14
ITA        2011        84.56    79.70    82.23
ITA        2012        84.51    79.80    82.25
ITA        2013        84.90    80.20    82.65
ITA        2014        85.11    80.49    82.90
ITA        2015        84.65    80.22    82.52
ITA        2016        85.18    80.73    83.05
ITA        2017        84.86    80.45    82.73
ITA        2018        85.28    80.95    83.19
ITA        2019        85.41    81.14    83.35
ITA        2020        84.47    79.85    82.19
ITA        2021        84.72    80.27    82.54
ITA        2022        84.74    80.54    82.68
JPN        1947        53.67    49.81    51.71
JPN        1948        58.65    55.03    56.84
JPN        1949        59.45    55.97    57.72
JPN        1950        60.88    57.57    59.23
JPN        1951        62.61    59.30    60.96
JPN        1952        64.67    61.26    62.97
JPN        1953        65.07    61.54    63.30
JPN        1954        66.57    62.47    64.51
JPN        1955        67.77    63.62    65.68
JPN        1956        67.67    63.43    65.53
JPN        1957        67.62    63.27    65.41
JPN        1958        69.31    64.75    67.01
JPN        1959        69.79    65.12    67.43
JPN        1960        70.14    65.30    67.69
JPN        1961        70.83    65.91    68.34
JPN        1962        71.14    66.20    68.64
JPN        1963        72.28    67.20    69.72
JPN        1964        72.76    67.63    70.17
JPN        1965        72.85    67.68    70.23
JPN        1966        73.65    68.45    71.03
JPN        1967        73.99    68.79    71.38
JPN        1968        74.28    69.04    71.65
JPN        1969        74.63    69.21    71.90
JPN        1970        74.68    69.32    71.99
JPN        1971        75.48    70.13    72.81
JPN        1972        75.94    70.53    73.24
JPN        1973        76.02    70.76    73.41
JPN        1974        76.37    71.25    73.84
JPN        1975        76.88    71.75    74.35
JPN        1976        77.29    72.13    74.75
JPN        1977        77.86    72.67    75.31
JPN        1978        78.22    72.96    75.65
JPN        1979        78.76    73.43    76.16
JPN        1980        78.76    73.38    76.13
JPN        1981        79.16    73.81    76.55
JPN        1982        79.73    74.26    77.07
JPN        1983        79.83    74.24    77.10
JPN        1984        80.26    74.60    77.50
JPN        1985        80.55    74.89    77.80
JPN        1986        80.98    75.27    78.21
JPN        1987        81.43    75.65    78.63
JPN        1988        81.33    75.59    78.54
JPN        1989        81.80    75.97    78.98
JPN        1990        81.86    75.94    78.99
JPN        1991        82.17    76.16    79.26
JPN        1992        82.29    76.13    79.30
JPN        1993        82.45    76.27    79.44
JPN        1994        82.90    76.59    79.83
JPN        1995        82.78    76.41    79.68
JPN        1996        83.50    77.03    80.36
JPN        1997        83.73    77.24    80.58
JPN        1998        83.92    77.21    80.65
JPN        1999        83.92    77.17    80.62
JPN        2000        84.52    77.68    81.19
JPN        2001        84.85    78.01    81.52
JPN        2002        85.15    78.28    81.81
JPN        2003        85.25    78.32    81.87
JPN        2004        85.50    78.61    82.15
JPN        2005        85.42    78.50    82.03
JPN        2006        85.70    78.92    82.40
JPN        2007        85.88    79.10    82.58
JPN        2008        85.95    79.21    82.66
JPN        2009        86.33    79.51    83.00
JPN        2010        86.24    79.51    82.95
JPN        2011        85.86    79.40    82.70
JPN        2012        86.37    79.90    83.21
